Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Vermont,2020,3,1/18/2020,125,118,,31,,,,,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Vermont,2020,4,1/25/2020,119,109,,30,,,,13,,,,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,5,2/1/2020,96,90,,17,,,,,,0,0,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,6,2/8/2020,112,102,0,29,,,,,,,0,24,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Vermont,2020,7,2/15/2020,135,121,0,28,,,,,,0,0,33,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,8,2/22/2020,107,100,0,23,,,,,,0,0,30,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,9,2/29/2020,137,126,0,31,,,,,,0,0,33,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,10,3/7/2020,115,108,,28,,,,,,0,,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,11,3/14/2020,140,134,,29,,,,11,,,0,37,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Vermont,2020,12,3/21/2020,135,124,,30,,10,,,,,0,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,13,3/28/2020,128,114,0,26,,,,,,0,,30,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,14,4/4/2020,130,117,,25,,,,11,0,0,0,28,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
Vermont,2020,15,4/11/2020,109,103,0,23,,,,,,0,0,19,10,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,16,4/18/2020,129,121,,25,,,0,,,,0,27,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Vermont,2020,17,4/25/2020,138,126,,25,,,,13,0,,,34,,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,18,5/2/2020,109,97,0,28,,,0,,,0,,27,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,19,5/9/2020,112,102,,21,,,,,0,0,0,29,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Vermont,2020,20,5/16/2020,103,96,0,17,,,,,,,,20,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Vermont,2020,21,5/23/2020,103,93,,22,,,0,,,0,0,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,22,5/30/2020,143,129,0,30,,,0,,0,0,,39,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Vermont,2020,23,6/6/2020,116,96,,34,,,,,,0,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,24,6/13/2020,103,90,0,27,,,0,,,0,0,24,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,25,6/20/2020,101,91,,23,,,0,,,,,24,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Vermont,2020,26,6/27/2020,124,108,0,27,,12,,,,0,0,30,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Vermont,2020,27,7/4/2020,91,80,0,24,0,,0,,,0,,28,,0,0,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,28,7/11/2020,112,96,0,30,,,0,,,0,,23,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Vermont,2020,29,7/18/2020,86,76,0,24,,,0,,0,0,,18,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,30,7/25/2020,131,115,0,36,,,0,,,0,,36,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,31,8/1/2020,103,91,0,26,,,0,,0,,,21,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
Vermont,2020,32,8/8/2020,102,94,,17,,,0,,0,0,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,33,8/15/2020,104,96,0,23,,,0,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Vermont,2020,34,8/22/2020,132,120,,24,,,0,,0,0,13,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
Vermont,2020,35,8/29/2020,82,76,,12,,,,,0,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Virginia,2019,1,1/5/2019,1279,1180,24,267,49,49,23,78,27,16,17,272,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,2,1/12/2019,1396,1292,23,281,33,54,24,89,21,35,10,307,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,3,1/19/2019,1367,1265,21,279,50,38,23,72,21,28,16,302,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,4,1/26/2019,1389,1287,25,279,54,52,24,68,18,41,17,330,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,5,2/2/2019,1416,1302,23,302,37,61,22,65,29,27,11,316,91,0,0,,,,,,,,,,,,,,,
Virginia,2019,6,2/9/2019,1427,1323,28,293,54,50,25,60,25,27,13,325,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,7,2/16/2019,1385,1276,23,272,42,75,33,81,23,28,12,285,58,0,0,,,,,,,,,,,,,,,
Virginia,2019,8,2/23/2019,1389,1283,24,280,47,66,34,71,26,25,21,312,83,0,0,,,,,,,,,,,,,,,
Virginia,2019,9,3/2/2019,1502,1388,21,284,55,62,43,83,30,32,17,332,94,0,0,,,,,,,,,,,,,,,
Virginia,2019,10,3/9/2019,1395,1279,18,283,44,54,32,83,36,24,17,297,63,0,0,,,,,,,,,,,,,,,
Virginia,2019,11,3/16/2019,1384,1272,21,282,47,60,42,76,23,43,12,287,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,12,3/23/2019,1417,1309,20,279,53,51,37,67,28,22,10,320,78,0,0,,,,,,,,,,,,,,,
Virginia,2019,13,3/30/2019,1359,1246,27,249,47,48,39,68,29,39,10,321,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,14,4/6/2019,1426,1307,23,281,43,55,24,81,30,28,11,319,77,0,0,,,,,,,,,,,,,,,
Virginia,2019,15,4/13/2019,1376,1258,24,289,51,66,29,72,22,18,11,282,83,0,0,,,,,,,,,,,,,,,
Virginia,2019,16,4/20/2019,1333,1218,30,257,44,52,16,86,14,38,17,292,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,17,4/27/2019,1268,1167,15,271,61,46,16,61,20,27,20,255,67,0,0,,,,,,,,,,,,,,,
Virginia,2019,18,5/4/2019,1311,1200,23,273,42,47,20,74,23,37,11,281,80,0,0,,,,,,,,,,,,,,,
Virginia,2019,19,5/11/2019,1313,1201,19,295,47,51,14,92,18,33,13,297,64,0,0,,,,,,,,,,,,,,,
Virginia,2019,20,5/18/2019,1298,1197,29,267,46,39,21,72,22,34,17,295,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,21,5/25/2019,1275,1171,27,248,35,56,21,70,18,30,16,271,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,22,6/1/2019,1316,1177,20,301,45,41,12,87,17,31,,264,82,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,23,6/8/2019,1313,1207,17,276,40,51,22,84,23,28,15,275,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,24,6/15/2019,1282,1191,18,268,36,49,14,64,30,48,17,269,70,0,0,,,,,,,,,,,,,,,
Virginia,2019,25,6/22/2019,1332,1230,24,310,57,52,14,70,15,36,10,258,79,0,0,,,,,,,,,,,,,,,
Virginia,2019,26,6/29/2019,1292,1189,10,286,40,49,13,52,14,30,16,292,85,0,0,,,,,,,,,,,,,,,
Virginia,2019,27,7/6/2019,1265,1152,22,304,35,53,14,50,23,27,10,256,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,28,7/13/2019,1306,1198,15,310,39,35,19,68,23,32,13,285,59,0,0,,,,,,,,,,,,,,,
Virginia,2019,29,7/20/2019,1263,1167,12,264,49,36,14,52,22,33,,294,86,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,30,7/27/2019,1285,1173,23,290,39,49,,59,26,32,13,270,70,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,31,8/3/2019,1246,1147,21,293,37,50,12,62,14,32,11,255,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,32,8/10/2019,1295,1173,24,279,41,42,18,60,20,29,20,275,76,0,0,,,,,,,,,,,,,,,
Virginia,2019,33,8/17/2019,1266,1154,15,324,43,46,,58,29,20,10,257,71,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,34,8/24/2019,1260,1162,22,275,46,61,12,47,32,23,11,269,81,0,0,,,,,,,,,,,,,,,
Virginia,2019,35,8/31/2019,1283,1174,16,315,33,43,20,50,26,26,12,258,61,0,0,,,,,,,,,,,,,,,
Virginia,2019,36,9/7/2019,1246,1144,16,274,30,52,18,54,19,32,14,286,72,0,0,,,,,,,,,,,,,,,
Virginia,2019,37,9/14/2019,1221,1120,18,267,48,49,14,67,22,22,10,258,65,0,0,,,,,,,,,,,,,,,
Virginia,2019,38,9/21/2019,1295,1183,15,303,41,39,11,58,17,32,14,271,71,0,0,,,,,,,,,,,,,,,
Virginia,2019,39,9/28/2019,1332,1214,19,301,47,49,23,47,26,35,16,278,73,0,0,,,,,,,,,,,,,,,
Virginia,2019,40,10/5/2019,1264,1154,14,263,44,40,13,78,29,33,,267,70,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,41,10/12/2019,1244,1137,14,297,45,39,16,62,17,32,11,257,68,0,0,,,,,,,,,,,,,,,
Virginia,2019,42,10/19/2019,1293,1177,20,280,49,40,20,58,25,33,19,260,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,43,10/26/2019,1289,1161,17,277,43,48,18,69,23,30,,263,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Virginia,2019,44,11/2/2019,1345,1235,17,287,53,51,17,84,21,39,16,277,82,0,0,,,,,,,,,,,,,,,
Virginia,2019,45,11/9/2019,1276,1173,20,269,49,47,19,69,30,24,15,256,71,0,0,,,,,,,,,,,,,,,
Virginia,2019,46,11/16/2019,1325,1223,12,280,50,55,,68,28,37,14,289,66,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2019,47,11/23/2019,1326,1214,18,281,44,47,12,62,24,41,17,282,69,0,0,,,,,,,,,,,,,,,
Virginia,2019,48,11/30/2019,1447,1342,16,312,50,54,20,77,26,38,12,311,74,0,0,,,,,,,,,,,,,,,
Virginia,2019,49,12/7/2019,1358,1252,24,269,43,56,23,76,21,35,13,325,86,0,0,,,,,,,,,,,,,,,
Virginia,2019,50,12/14/2019,1409,1305,20,298,50,63,24,69,26,32,18,328,57,0,0,,,,,,,,,,,,,,,
Virginia,2019,51,12/21/2019,1423,1311,21,307,38,66,17,71,23,31,27,318,85,0,0,,,,,,,,,,,,,,,
Virginia,2019,52,12/28/2019,1417,1295,24,293,52,48,19,70,33,41,18,307,70,0,0,,,,,,,,,,,,,,,
Virginia,2020,1,1/4/2020,1428,1304,24,289,45,49,30,80,20,35,18,297,81,0,0,,,,,,,,,,,,,,,
Virginia,2020,2,1/11/2020,1534,1397,21,341,58,53,32,95,35,45,13,283,72,0,0,,,,,,,,,,,,,,,
Virginia,2020,3,1/18/2020,1419,1299,23,298,39,64,26,72,25,37,19,302,71,0,0,,,,,,,,,,,,,,,
Virginia,2020,4,1/25/2020,1280,1171,19,256,38,43,31,56,25,35,20,275,68,0,0,,,,,,,,,,,,,,,
Virginia,2020,5,2/1/2020,1422,1297,19,283,57,64,28,57,21,33,18,306,81,0,0,,,,,,,,,,,,,,,
Virginia,2020,6,2/8/2020,1524,1423,15,336,61,65,24,72,37,41,17,332,81,0,0,,,,,,,,,,,,,,,
Virginia,2020,7,2/15/2020,1376,1288,17,285,39,62,23,89,35,27,11,290,79,0,0,,,,,,,,,,,,,,,
Virginia,2020,8,2/22/2020,1443,1319,22,279,56,51,29,80,29,31,20,319,72,0,0,,,,,,,,,,,,,,,
Virginia,2020,9,2/29/2020,1386,1280,15,286,47,55,30,74,24,32,26,287,70,0,0,,,,,,,,,,,,,,,
Virginia,2020,10,3/7/2020,1479,1365,17,291,48,59,29,83,29,38,20,321,91,0,0,,,,,,,,,,,,,,,
Virginia,2020,11,3/14/2020,1434,1330,15,301,46,59,34,77,24,31,15,314,95,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Virginia,2020,12,3/21/2020,1453,1351,22,298,45,42,30,69,21,32,28,335,81,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Virginia,2020,13,3/28/2020,1517,1411,21,326,51,53,49,87,26,32,24,303,66,28,28,,,,,,,,,,,,,,,
Virginia,2020,14,4/4/2020,1467,1361,17,268,61,62,39,78,25,16,25,279,81,57,53,,,,,,,,,,,,,,,
Virginia,2020,15,4/11/2020,1619,1509,20,296,49,66,35,71,26,38,15,333,77,102,97,,,,,,,,,,,,,,,
Virginia,2020,16,4/18/2020,1599,1487,24,275,52,57,31,68,32,25,28,283,71,195,188,,,,,,,,,,,,,,,
Virginia,2020,17,4/25/2020,1629,1515,17,291,43,57,18,56,30,34,28,298,74,220,213,,,,,,,,,,,,,,,
Virginia,2020,18,5/2/2020,1666,1554,24,291,47,58,20,73,26,27,28,287,80,251,239,,,,,,,,,,,,,,,
Virginia,2020,19,5/9/2020,1590,1471,10,259,53,71,17,77,24,38,19,297,76,234,215,,,,,,,,,,,,,,,
Virginia,2020,20,5/16/2020,1565,1447,13,280,71,59,18,65,18,40,17,293,75,199,182,,,,,,,,,,,,,,,
Virginia,2020,21,5/23/2020,1462,1334,18,287,38,55,12,65,15,29,13,270,60,167,161,,,,,,,,,,,,,,,
Virginia,2020,22,5/30/2020,1442,1330,18,266,44,52,13,62,19,29,25,263,76,159,145,,,,,,,,,,,,,,,
Virginia,2020,23,6/6/2020,1407,1293,14,278,47,50,17,53,31,21,20,280,70,103,88,,,,,,,,,,,,,,,
Virginia,2020,24,6/13/2020,1419,1301,11,289,44,47,18,70,16,29,22,279,75,109,98,,,,,,,,,,,,,,,
Virginia,2020,25,6/20/2020,1285,1184,17,265,42,40,18,43,19,32,34,243,71,86,76,,,,,,,,,,,,,,,
Virginia,2020,26,6/27/2020,1449,1336,22,296,50,50,13,56,18,30,47,284,70,79,70,,,,,,,,,,,,,,,
Virginia,2020,27,7/4/2020,1382,1280,21,277,49,53,20,51,25,23,45,295,76,55,51,,,,,,,,,,,,,,,
Virginia,2020,28,7/11/2020,1471,1370,18,293,55,55,18,62,22,26,59,302,66,66,60,,,,,,,,,,,,,,,
Virginia,2020,29,7/18/2020,1376,1289,20,288,39,48,21,65,17,31,55,265,70,95,78,,,,,,,,,,,,,,,
Virginia,2020,30,7/25/2020,1443,1353,22,306,47,40,11,52,21,27,75,293,73,87,81,,,,,,,,,,,,,,,
Virginia,2020,31,8/1/2020,1428,1336,19,290,40,53,19,62,16,24,72,243,85,102,96,,,,,,,,,,,,,,,
Virginia,2020,32,8/8/2020,1461,1372,15,305,45,42,17,54,22,18,85,262,77,87,84,,,,,,,,,,,,,,,
Virginia,2020,33,8/15/2020,1378,1319,15,281,42,53,19,53,19,36,72,291,71,91,81,,,,,,,,,,,,,,,
Virginia,2020,34,8/22/2020,1282,1220,13,288,39,46,,54,23,30,56,244,59,101,93,,,,,,,Suppressed (counts 1-9),,,,,,,,
Virginia,2020,35,8/29/2020,937,895,,193,18,43,19,41,18,21,70,174,54,45,42,,,Suppressed (counts 1-9),,,,,,,,,,,,
Washington,2019,1,1/5/2019,1215,1097,,240,36,77,26,82,19,,10,248,67,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,2,1/12/2019,1236,1137,15,267,45,76,24,76,19,,13,255,75,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,3,1/19/2019,1169,1060,13,253,50,94,13,65,15,10,,218,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,4,1/26/2019,1132,1023,,240,31,75,20,74,18,,10,203,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,5,2/2/2019,1131,1033,,230,48,67,23,67,20,,,238,44,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,6,2/9/2019,1186,1078,13,248,37,75,25,65,15,10,11,262,58,0,0,,,,,,,,,,,,,,,
Washington,2019,7,2/16/2019,1267,1162,15,286,38,88,26,59,16,,15,250,73,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,8,2/23/2019,1223,1114,,282,40,81,26,70,18,,,233,65,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,9,3/2/2019,1151,1048,12,257,38,57,37,67,16,,,242,67,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,10,3/9/2019,1208,1104,,246,38,90,35,65,27,,14,252,58,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,11,3/16/2019,1220,1131,15,262,34,70,37,69,19,,12,259,59,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,12,3/23/2019,1243,1151,15,274,46,75,43,74,16,,,257,69,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,13,3/30/2019,1129,1024,,212,34,80,36,76,13,,,237,57,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,14,4/6/2019,1189,1084,13,261,24,60,31,75,22,12,,252,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,15,4/13/2019,1147,1048,13,237,32,56,28,70,12,,14,270,57,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,16,4/20/2019,1143,1037,,274,36,83,26,71,16,,11,228,56,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,17,4/27/2019,1036,949,,238,41,68,26,59,13,,,204,59,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,18,5/4/2019,1124,1005,14,235,39,72,15,59,13,12,12,221,66,0,0,,,,,,,,,,,,,,,
Washington,2019,19,5/11/2019,1175,1082,14,256,49,60,18,83,16,13,,253,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,20,5/18/2019,1142,1050,,268,35,74,14,43,23,10,14,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Washington,2019,21,5/25/2019,1085,987,,245,31,91,16,67,10,10,,210,57,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,22,6/1/2019,1053,952,,251,28,65,14,51,11,10,,224,52,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Washington,2019,23,6/8/2019,1079,958,13,242,45,55,13,60,13,,,216,53,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,24,6/15/2019,1113,1014,15,246,38,80,10,54,12,,,230,60,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,25,6/22/2019,1041,944,12,259,34,57,11,47,15,,10,177,60,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,26,6/29/2019,1064,953,10,235,34,69,,57,15,,10,221,52,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,27,7/6/2019,1012,899,,243,31,62,,45,,,,199,70,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,28,7/13/2019,1109,1004,10,254,31,72,,50,20,10,,231,60,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Washington,2019,29,7/20/2019,1075,986,12,252,41,60,13,64,11,,11,199,51,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,30,7/27/2019,1048,926,,234,30,60,,49,13,,12,226,59,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,31,8/3/2019,1061,969,11,261,25,64,,39,11,,12,237,52,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,32,8/10/2019,1044,949,,270,16,68,,49,20,,,202,48,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,33,8/17/2019,1049,932,,243,27,52,,53,11,,14,205,41,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Washington,2019,34,8/24/2019,1008,911,,232,35,59,12,44,12,,,224,48,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,35,8/31/2019,1003,901,14,238,33,66,,42,14,,,191,54,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,36,9/7/2019,1071,968,,252,29,68,11,47,18,,11,224,44,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Washington,2019,37,9/14/2019,992,891,,243,37,50,,53,11,,,188,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Washington,2019,38,9/21/2019,1036,951,11,249,39,65,10,58,11,,12,197,46,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
